transaction_id,transaction_date,store_id,store_name,store_city,store_region,customer_id,first_name,email,customer_phone,loyalty_status,customer_since,product_id,product_name,product_category,unit_price,quantity,promotion_id,promotion_name,discount_percentage,total_price,discount_amount,final_amount,month,day_of_week,customer_tenure_days
T4257,2024-09-18 19:01:44,S02,HCL Mart Hyderabad,Hyderabad,South,C163,Sita,sita72@gmail.com,7125382052,Platinum,2022-11-23,P232,Cooking Oil 1L,Grocery,180,4,,,0,720,0.0,720.0,9,2,665
T3317,2023-11-07 18:04:14,S16,HCL Mart Ahmedabad,Ahmedabad,West,C118,Sita,sita95@gmail.com,7453716478,Platinum,2023-02-17,P250,Socks Pack,Apparel,399,4,PR04,Flash Sale,5,1596,79.8,1516.2,11,1,263
T1562,2024-10-29 21:37:00,S08,HCL Mart Ahmedabad,Ahmedabad,West,C001,Aman,aman89@gmail.com,9186758887,Gold,2023-01-17,P351,Cushion Cover,Home Decor,299,4,,,0,1196,0.0,1196.0,10,1,651
T6445,2024-12-10 16:52:37,S07,HCL Mart Kolkata,Kolkata,East,C147,Aman,aman64@gmail.com,8779897208,Bronze,2022-09-16,P254,Table Lamp,Home Decor,1200,5,,,0,6000,0.0,6000.0,12,1,816
T6104,2023-04-18 13:15:30,S15,HCL Mart Kolkata,Kolkata,East,C042,Ravi,ravi76@gmail.com,8276220290,Gold,2021-10-26,P152,Jeans,Apparel,1999,2,,,0,3998,0.0,3998.0,4,1,539
T4008,2024-12-01 02:04:11,S10,HCL Mart Chennai,Chennai,South,C190,Vikram,vikram15@gmail.com,9157532133,Gold,2022-12-08,P173,Power Bank,Electronics,1500,3,PR04,Flash Sale,5,4500,225.0,4275.0,12,6,724
T2116,2024-01-10 02:32:55,S03,HCL Mart Lucknow,Lucknow,North,C041,Priya,priya79@gmail.com,8521439285,Platinum,2023-07-12,P209,Rice Bag 5kg,Grocery,450,4,,,0,1800,0.0,1800.0,1,2,182
T4909,2024-05-03 18:54:50,S16,HCL Mart Pune,Pune,West,C022,Aman,aman23@gmail.com,9172546500,Gold,2023-01-23,P352,Cushion Cover,Home Decor,299,1,,,0,299,0.0,299.0,5,4,466
T3154,2024-11-10 12:22:43,S12,HCL Mart Mumbai,Mumbai,West,C054,Vikram,vikram63@gmail.com,7138485822,Gold,2023-03-01,P139,Cushion Cover,Home Decor,299,5,PR02,Apparel Fest,20,1495,299.0,1196.0,11,6,620
T7224,2023-11-08 23:46:19,S08,HCL Mart Chennai,Chennai,South,C105,Priya,priya14@gmail.com,8386915496,Bronze,2023-07-06,P225,Atta 5kg,Grocery,350,2,,,0,700,0.0,700.0,11,2,125
T6292,2023-09-21 21:57:20,S18,HCL Mart Bangalore,Bangalore,South,C013,Sita,sita27@gmail.com,7769791490,Platinum,2023-02-24,P459,Wireless Mouse,Electronics,1200,3,,,0,3600,0.0,3600.0,9,3,209
T4510,2024-02-25 15:46:14,S18,HCL Mart Pune,Pune,West,C092,Sita,sita23@gmail.com,8484032534,Bronze,2022-08-12,P420,Socks Pack,Apparel,399,5,PR01,New Year Sale,10,1995,199.5,1795.5,2,6,562
T2288,2023-03-03 14:38:46,S09,HCL Mart Delhi,Delhi,North,C115,Ravi,ravi51@gmail.com,9047182706,Silver,2021-05-23,P230,Atta 5kg,Grocery,350,3,PR15,Anniversary Discount,22,1050,231.0,819.0,3,4,649
T1246,2024-05-23 12:36:00,S05,HCL Mart Lucknow,Lucknow,North,C071,Vikram,vikram96@gmail.com,7679783382,Gold,2022-03-19,P321,Socks Pack,Apparel,399,2,,,0,798,0.0,798.0,5,3,796
T2796,2024-05-12 18:22:03,S05,HCL Mart Bhubaneswar,Bhubaneswar,East,C086,Sita,sita94@gmail.com,9856753125,Bronze,2022-03-25,P248,Cooking Oil 1L,Grocery,180,2,,,0,360,0.0,360.0,5,6,779
T6254,2024-05-14 06:10:49,S16,HCL Mart Kolkata,Kolkata,East,C055,John,john56@gmail.com,7226707338,Gold,2021-01-21,P378,Hoodie,Apparel,1499,2,PR02,Apparel Fest,20,2998,599.6,2398.4,5,1,1209
T4033,2023-12-14 18:07:35,S13,HCL Mart Pune,Pune,West,C152,Ravi,ravi75@gmail.com,9742750237,Gold,2022-02-18,P117,Rice Bag 5kg,Grocery,450,3,,,0,1350,0.0,1350.0,12,3,664
T3863,2024-12-09 11:05:22,S06,HCL Mart Chandigarh,Chandigarh,North,C151,Sita,sita76@gmail.com,9046944460,Gold,2021-02-10,P170,T-Shirt,Apparel,799,2,PR01,New Year Sale,10,1598,159.8,1438.2,12,0,1398
T3674,2023-10-10 09:55:50,S11,HCL Mart Hyderabad,Hyderabad,South,C104,Vikram,vikram11@gmail.com,7393164639,Silver,2022-07-18,P161,Wall Clock,Home Decor,899,5,,,0,4495,0.0,4495.0,10,1,449
T6988,2023-04-13 05:41:47,S14,HCL Mart Lucknow,Lucknow,North,C031,Aman,aman26@gmail.com,8965650706,Silver,2022-09-21,P392,Atta 5kg,Grocery,350,1,PR03,Electronics Bonanza,15,350,52.5,297.5,4,3,204
T1178,2023-02-27 09:05:00,S08,HCL Mart Bhubaneswar,Bhubaneswar,East,C074,John,john55@gmail.com,7131089794,Silver,2021-11-26,P240,T-Shirt,Apparel,799,4,,,0,3196,0.0,3196.0,2,0,458
T7468,2024-11-19 18:55:04,S03,HCL Mart Guwahati,Guwahati,East,C147,Anil,anil93@gmail.com,9900141678,Platinum,2021-05-07,P452,Power Bank,Electronics,1500,4,,,0,6000,0.0,6000.0,11,1,1292
T1038,2024-06-06 11:38:00,S12,HCL Mart Hyderabad,Hyderabad,South,C150,Vikram,vikram58@gmail.com,7871406475,Bronze,2023-09-04,P157,Wall Clock,Home Decor,899,1,,,0,899,0.0,899.0,6,3,276
T4397,2023-08-15 10:35:15,S04,HCL Mart Chandigarh,Chandigarh,North,C092,Sara,sara30@gmail.com,7572229986,Silver,2021-01-06,P297,T-Shirt,Apparel,799,4,,,0,3196,0.0,3196.0,8,1,951
T4810,2024-09-14 04:18:08,S20,HCL Mart Chandigarh,Chandigarh,North,C193,Sara,sara18@gmail.com,8121311636,Bronze,2022-01-01,P465,Sugar 1kg,Grocery,50,1,,,0,50,0.0,50.0,9,5,987
T5709,2024-12-14 02:29:30,S14,HCL Mart Mumbai,Mumbai,West,C156,Priya,priya58@gmail.com,9152143864,Silver,2021-06-04,P330,iPhone Charger,Electronics,999,3,,,0,2997,0.0,2997.0,12,5,1289
T4367,2024-09-26 03:10:37,S02,HCL Mart Guwahati,Guwahati,East,C007,John,john41@gmail.com,8346951495,Gold,2023-07-09,P220,Atta 5kg,Grocery,350,2,,,0,700,0.0,700.0,9,3,445
T5673,2024-07-07 09:11:04,S09,HCL Mart Lucknow,Lucknow,North,C142,Sara,sara26@gmail.com,8733804695,Platinum,2023-09-24,P337,Socks Pack,Apparel,399,5,,,0,1995,0.0,1995.0,7,6,287
T1586,2023-11-10 11:39:00,S20,HCL Mart Kolkata,Kolkata,East,C098,John,john62@gmail.com,9571766545,Platinum,2021-08-13,P392,Wall Clock,Home Decor,899,1,,,0,899,0.0,899.0,11,4,819
T2439,2024-02-27 12:16:59,S13,HCL Mart Kolkata,Kolkata,East,C105,Anil,anil64@gmail.com,8745458146,Platinum,2022-05-08,P114,Rice Bag 5kg,Grocery,450,5,PR03,Electronics Bonanza,15,2250,337.5,1912.5,2,1,660
T2023,2023-01-25 18:00:45,S08,HCL Mart Bhubaneswar,Bhubaneswar,East,C189,Ravi,ravi54@gmail.com,7022032969,Silver,2021-10-24,P339,Table Lamp,Home Decor,1200,2,,,0,2400,0.0,2400.0,1,2,458
T1545,2024-11-03 15:59:00,S14,HCL Mart Chandigarh,Chandigarh,North,C175,Vikram,vikram36@gmail.com,9915774350,Gold,2022-12-07,P179,Hoodie,Apparel,1499,3,PR03,Electronics Bonanza,15,4497,674.55,3822.45,11,6,697
T4881,2024-12-12 12:26:42,S16,HCL Mart Mumbai,Mumbai,West,C179,Sara,sara56@gmail.com,9916937926,Silver,2023-03-14,P406,Cushion Cover,Home Decor,299,5,,,0,1495,0.0,1495.0,12,3,639
T2075,2024-05-21 07:32:55,S11,HCL Mart Bhubaneswar,Bhubaneswar,East,C131,Priya,priya75@gmail.com,8623170618,Platinum,2022-04-08,P322,Socks Pack,Apparel,399,5,,,0,1995,0.0,1995.0,5,1,774
T4967,2023-07-08 18:05:37,S18,HCL Mart Hyderabad,Hyderabad,South,C186,Sara,sara40@gmail.com,9273396374,Platinum,2022-06-21,P339,Table Lamp,Home Decor,1200,2,,,0,2400,0.0,2400.0,7,5,382
T3550,2024-07-21 20:11:43,S13,HCL Mart Lucknow,Lucknow,North,C072,Sara,sara33@gmail.com,9903819033,Bronze,2022-06-26,P470,iPhone Charger,Electronics,999,5,,,0,4995,0.0,4995.0,7,6,756
T5928,2023-07-04 04:25:33,S01,HCL Mart Guwahati,Guwahati,East,C115,Vikram,vikram67@gmail.com,9462948301,Bronze,2022-07-30,P303,Wall Clock,Home Decor,899,4,,,0,3596,0.0,3596.0,7,1,339
T1753,2024-08-15 21:29:00,S01,HCL Mart Kolkata,Kolkata,East,C066,Sara,sara98@gmail.com,8599841053,Platinum,2022-05-19,P320,USB-C Cable,Electronics,500,5,PR04,Flash Sale,5,2500,125.0,2375.0,8,3,819
T5813,2024-06-22 16:01:09,S20,HCL Mart Ahmedabad,Ahmedabad,West,C159,Anil,anil20@gmail.com,8583867837,Silver,2022-11-18,P381,iPhone Charger,Electronics,999,2,PR15,Anniversary Discount,22,1998,439.56,1558.44,6,5,582
T5304,2024-05-25 09:39:41,S07,HCL Mart Kolkata,Kolkata,East,C105,Sita,sita85@gmail.com,8802268368,Platinum,2021-01-20,P452,Power Bank,Electronics,1500,2,PR10,Member Exclusive,12,3000,360.0,2640.0,5,5,1221
T5939,2025-06-22 00:00:00,S15,HCL Mart Lucknow,Lucknow,North,C037,John,john38@gmail.com,8038808825,Bronze,2024-07-06,P197,Rice Bag 5kg,Grocery,450,5,,,0,2250,0.0,2250.0,6,6,351
T4434,2023-02-06 13:38:22,S07,HCL Mart Delhi,Delhi,North,C073,Priya,priya67@gmail.com,8697676378,Silver,2022-07-10,P202,Power Bank,Electronics,1500,4,,,0,6000,0.0,6000.0,2,0,211
T2607,2023-06-02 00:00:00,S07,HCL Mart Bhubaneswar,Bhubaneswar,East,C045,Priya,priya54@gmail.com,7492457426,Bronze,2023-04-20,P269,Cushion Cover,Home Decor,299,4,,,0,1196,0.0,1196.0,6,4,43
T4916,2023-05-29 11:05:00,S02,HCL Mart Pune,Pune,West,C167,Ravi,ravi42@gmail.com,8218807712,Silver,2022-11-24,P460,Atta 5kg,Grocery,350,3,,,0,1050,0.0,1050.0,5,0,186
T5161,2023-01-01 10:00:00,S16,HCL Mart Bangalore,Bangalore,South,C150,Ravi,ravi26@gmail.com,8394262988,Platinum,2024-01-01,P176,Hoodie,Apparel,1499,4,,,0,5996,0.0,5996.0,6,5,284
T2291,2024-06-27 15:07:40,S16,HCL Mart Kolkata,Kolkata,East,C126,Anil,anil20@gmail.com,8454893002,Bronze,2021-06-09,P323,Cooking Oil 1L,Grocery,180,-3,,,0,540,0.0,540.0,6,3,1114
T3118,2024-01-03 00:00:00,S06,HCL Mart Bangalore,Bangalore,South,C007,John,john41@gmail.com,8346951495,Gold,2023-07-09,P182,Atta 5kg,Grocery,350,1,,,0,350,0.0,350.0,1,2,178
T3441,2024-01-05 05:55:42,S15,HCL Mart Delhi,Delhi,North,C020,John,john54@gmail.com,7057282853,Bronze,2021-05-16,P271,Table Lamp,Home Decor,1200,4,,,0,4800,0.0,4800.0,1,4,964
T5344,2024-05-25 06:43:26,S04,HCL Mart Mumbai,Mumbai,West,C098,John,john62@gmail.com,9571766545,Platinum,2021-08-13,P179,Power Bank,Electronics,1500,2,,,0,3000,0.0,3000.0,5,5,1016
T2935,2024-11-09 12:02:46,S19,HCL Mart Bhubaneswar,Bhubaneswar,East,C076,Priya,priya61@gmail.com,8047416481,Silver,2020-10-22,P233,Cushion Cover,Home Decor,299,3,,,0,897,0.0,897.0,11,5,1479
T3200,2023-02-27 13:22:54,S09,HCL Mart Bhubaneswar,Bhubaneswar,East,C019,Vikram,vikram12@gmail.com,8886762562,Bronze,2021-06-11,P308,Wireless Mouse,Electronics,1200,4,,,0,4800,0.0,4800.0,2,0,626
T1051,2023-06-04 19:01:00,S08,HCL Mart Lucknow,Lucknow,North,C080,Anil,anil90@gmail.com,7505150594,Platinum,2022-04-25,P422,Cooking Oil 1L,Grocery,180,2,,,0,360,0.0,360.0,6,6,405
T4640,2024-05-08 04:10:33,S10,HCL Mart Delhi,Delhi,North,C028,Priya,priya51@gmail.com,9397362219,Platinum,2021-05-19,P166,Hoodie,Apparel,1499,3,,,0,4497,0.0,4497.0,5,2,1085
T5767,2024-11-19 03:10:59,S17,HCL Mart Bhubaneswar,Bhubaneswar,East,C072,Priya,priya46@gmail.com,9826793985,Platinum,2023-08-01,P388,Cooking Oil 1L,Grocery,180,3,,,0,540,0.0,540.0,11,1,476
T6003,2024-06-03 13:49:01,S10,HCL Mart Chandigarh,Chandigarh,North,C097,Vikram,vikram91_at_gmail.com,7346486252,Platinum,2021-04-08,P420,Rice Bag 5kg,Grocery,450,1,PR15,Anniversary Discount,22,450,99.0,351.0,6,0,1152
T3861,2023-03-09 05:45:06,S16,HCL Mart Mumbai,Mumbai,West,C167,Priya,priya67@gmail.com,9868756822,Platinum,2020-11-25,P337,T-Shirt,Apparel,799,3,,,0,2397,0.0,2397.0,3,3,834
T4083,2025-02-04 00:00:00,S18,HCL Mart Bhubaneswar,Bhubaneswar,East,C161,Priya,priya61@gmail.com,8575248055,Platinum,2024-02-12,P273,iPhone Charger,Electronics,999,3,,,0,2997,0.0,2997.0,2,1,358
T6434,2023-04-07 17:58:54,S15,HCL Mart Lucknow,Lucknow,North,C112,Priya,priya44@gmail.com,8752394263,Bronze,2023-03-08,P282,Wall Clock,Home Decor,899,5,,,0,4495,0.0,4495.0,4,4,30
T1430,2023-01-05 19:15:00,S03,HCL Mart Chandigarh,Chandigarh,North,C163,Ravi,ravi50@gmail.com,9134584158,Gold,2020-07-08,P313,T-Shirt,Apparel,799,2,,,0,1598,0.0,1598.0,1,3,911
T2423,2024-07-01 00:07:51,S20,HCL Mart Ahmedabad,Ahmedabad,West,C137,Vikram,vikram50@gmail.com,8464534706,Silver,2021-06-01,P294,Wireless Mouse,Electronics,1200,-4,,,0,4800,0.0,4800.0,7,0,1126
T5155,2023-08-02 16:13:17,S16,HCL Mart Chandigarh,Chandigarh,North,C092,Ravi,ravi50@gmail.com,7082580139,Bronze,2021-12-09,P378,Hoodie,Apparel,1499,3,,,0,4497,0.0,4497.0,8,2,601
T4890,2024-07-07 23:48:55,S04,HCL Mart Bhubaneswar,Bhubaneswar,East,C086,Ravi,ravi87@gmail.com,8554885415,Bronze,2022-04-07,P441,Sugar 1kg,Grocery,50,4,,,0,200,0.0,200.0,7,6,822
T2413,2024-10-19 12:04:43,S02,HCL Mart Bhubaneswar,Bhubaneswar,East,C025,Sita,sita50@gmail.com,8325930242,Silver,2022-06-06,P404,T-Shirt,Apparel,799,3,PR04,Flash Sale,5,2397,119.85,2277.15,10,5,866
T2733,2024-01-19 00:12:13,S16,HCL Mart Pune,Pune,West,C193,Sara,sara18@gmail.com,8121311636,Bronze,2022-01-01,P391,Wireless Mouse,Electronics,1200,2,PR04,Flash Sale,5,2400,120.0,2280.0,1,4,748
T3250,2024-04-04 07:27:05,S03,HCL Mart Hyderabad,Hyderabad,South,C192,Sara,sara13@gmail.com,8685443156,Bronze,2024-03-27,P460,T-Shirt,Apparel,799,1,PR13,End of Season Sale,40,799,319.6,479.4,4,3,8
DUPLICATE_ID,2023-05-12 10:14:56,S03,HCL Mart Hyderabad,Hyderabad,South,C166,Sara,sara26@gmail.com,9333510957,Silver,2022-07-09,P185,Socks Pack,Apparel,399,5,PR05,Summer Clearance,25,1995,498.75,1496.25,5,4,307
T3782,2024-07-01 00:00:00,S12,HCL Mart Ahmedabad,Ahmedabad,West,C118,Sita,sita66@gmail.com,7838406896,Silver,2024-04-29,P449,iPhone Charger,Electronics,999,2,PR15,Anniversary Discount,22,1998,439.56,1558.44,7,0,63
T5355,2024-09-16 02:15:26,S13,HCL Mart Bhubaneswar,Bhubaneswar,East,C145,Sara,sara30@gmail.com,9715360361,Silver,2022-04-13,P474,Cooking Oil 1L,Grocery,180,3,,,0,540,0.0,540.0,9,0,887
T4947,2024-09-13 22:11:58,S10,HCL Mart Ahmedabad,Ahmedabad,West,C073,Anil,anil81@gmail.com,9008242033,Silver,2023-03-10,P261,USB-C Cable,Electronics,500,3,,,0,1500,0.0,1500.0,9,4,553
T5519,2023-01-09 10:45:11,S11,HCL Mart Chandigarh,Chandigarh,North,C147,Ravi,ravi53@gmail.com,7367749098,Bronze,2021-11-07,P164,Cushion Cover,Home Decor,299,1,,,0,299,0.0,299.0,1,0,428
T4797,2023-10-14 05:57:04,S18,HCL Mart Kolkata,Kolkata,East,C159,Sita,sita51@gmail.com,8975922982,Gold,2021-04-19,P358,Table Lamp,Home Decor,1200,2,,,0,2400,0.0,2400.0,10,5,908
T5247,2023-03-17 05:04:33,S12,HCL Mart Delhi,Delhi,North,C057,Priya,priya88@gmail.com,9415884336,Silver,2022-10-11,P446,Cooking Oil 1L,Grocery,180,2,PR10,Member Exclusive,12,360,43.2,316.8,3,4,157
T5109,2024-06-24 00:00:00,S11,HCL Mart Delhi,Delhi,North,C072,Aman,aman35@gmail.com,8211099925,Silver,2024-02-13,P106,iPhone Charger,Electronics,999,5,,,0,4995,0.0,4995.0,6,0,132
T6649,2024-04-15 20:35:11,S17,HCL Mart Pune,Pune,West,C194,Aman,aman49@gmail.com,9562016830,Gold,2022-05-16,P272,Cushion Cover,Home Decor,299,2,,,0,598,0.0,598.0,4,0,700
T3274,2023-04-13 19:43:01,S16,HCL Mart Bhubaneswar,Bhubaneswar,East,C080,Aman,aman91@gmail.com,8493832779,Bronze,2022-11-28,P324,T-Shirt,Apparel,799,3,PR12,Spring Collection Launch,7,2397,167.79,2229.21,4,3,136
T4393,2025-01-16 00:00:00,S09,HCL Mart Mumbai,Mumbai,West,C160,Aman,aman31@gmail.com,9799130490,Silver,2024-02-01,P220,T-Shirt,Apparel,799,3,,,0,2397,0.0,2397.0,1,3,350
T6774,2024-09-05 01:52:20,S05,HCL Mart Delhi,Delhi,North,C065,Priya,priya14@gmail.com,7912702972,Bronze,2021-06-06,P387,Table Lamp,Home Decor,1200,1,,,0,1200,0.0,1200.0,9,3,1187
T3307,2024-08-11 17:12:32,S12,HCL Mart Bangalore,Bangalore,South,C073,Sara,sara64@gmail.com,9684873812,Bronze,2022-09-17,P226,Rice Bag 5kg,Grocery,450,1,,,0,450,0.0,450.0,8,6,694
T5560,2024-10-28 05:06:56,S15,HCL Mart Pune,Pune,West,C013,Sita,sita27@gmail.com,7769791490,Platinum,2023-02-24,P271,Wireless Mouse,Electronics,1200,4,,,0,4800,0.0,4800.0,10,0,612
T4625,2024-02-10 22:05:52,S17,HCL Mart Guwahati,Guwahati,East,C081,Sara,sara84@gmail.com,7292823455,Silver,2023-09-15,P221,Rice Bag 5kg,Grocery,450,3,,,0,1350,0.0,1350.0,2,5,148
T6815,2023-12-02 03:05:23,S05,HCL Mart Chandigarh,Chandigarh,North,C188,Priya,priya28@gmail.com,8338629312,Silver,2021-12-26,P325,Table Lamp,Home Decor,1200,5,PR01,New Year Sale,10,6000,600.0,5400.0,12,5,706
T2741,2023-08-29 04:06:45,S18,HCL Mart Delhi,Delhi,North,C098,John,john20@gmail.com,8164102709,Bronze,2022-05-20,P232,Cooking Oil 1L,Grocery,180,3,PR12,Spring Collection Launch,7,540,37.8,502.2,8,1,466
T6611,2023-07-08 21:23:22,S04,HCL Mart Chennai,Chennai,South,C018,Anil,anil49@gmail.com,7611596951,Silver,2021-08-14,P395,USB-C Cable,Electronics,500,5,,,0,2500,0.0,2500.0,7,5,693
T3119,2024-05-12 03:01:59,S18,HCL Mart Lucknow,Lucknow,North,C128,Anil,anil20@gmail.com,7197077014,Silver,2021-03-24,P275,T-Shirt,Apparel,799,4,PR01,New Year Sale,10,3196,319.6,2876.4,5,6,1145
T7045,2023-02-14 06:30:12,S11,HCL Mart Guwahati,Guwahati,East,C065,Vikram,vikram80@gmail.com,9838701779,Platinum,2022-08-09,P146,iPhone Charger,Electronics,999,4,,,0,3996,0.0,3996.0,2,1,189
