transaction_id,transaction_date,store_id,store_name,store_city,store_region,customer_id,first_name,email,customer_phone,loyalty_status,customer_since,product_id,product_name,product_category,unit_price,quantity,promotion_id,promotion_name,discount_percentage,total_price,discount_amount,final_amount,month,day_of_week,customer_tenure_days
T3238,2023-12-10 19:01:35,S17,HCL Mart Lucknow,Lucknow,North,C085,John,john12@gmail.com,9830955217,Silver,2020-08-19,,Cooking Oil 1L,Grocery,180,1,,,0,180,0.0,180.0,12,6,1208
T4711,2023-09-22 04:12:29,S01,HCL Mart Ahmedabad,Ahmedabad,West,C108,Ravi,ravi55_at_gmail.com,9190282246,Bronze,2021-07-25,P165,Atta 5kg,Grocery,350,3,,,0,1050,0.0,1050.0,9,4,789
T5249,2023-01-01 10:00:00,S02,HCL Mart Hyderabad,Hyderabad,South,C107,Sara,sara59@gmail.com,9518214687,Gold,2024-01-01,P320,USB-C Cable,Electronics,500,4,,,0,2000,0.0,2000.0,3,4,194
T4238,2024-07-26 05:21:13,S03,HCL Mart Bhubaneswar,Bhubaneswar,East,C070,John,john76_at_gmail.com,9792097565,Bronze,2022-01-21,P351,Cushion Cover,Home Decor,299,1,,,0,299,0.0,299.0,7,4,917
T3138,2024-09-10 09:40:35,S13,HCL Mart Chennai,Chennai,South,,Sara,sara40@gmail.com,9037762549,Silver,2020-11-30,P343,Atta 5kg,Grocery,350,1,PR12,Spring Collection Launch,7,350,24.5,325.5,9,1,1380
T6720,2023-01-01 10:00:00,S15,HCL Mart Ahmedabad,Ahmedabad,West,C086,Sita,sita94@gmail.com,9856753125,Bronze,2024-01-01,P195,Wall Clock,Home Decor,899,4,,,0,3596,0.0,3596.0,12,2,999
T4491,2023-11-04 19:08:58,S04,HCL Mart Bhubaneswar,Mumbai,North,C152,Aman,aman34@gmail.com,7702280406,Platinum,2021-07-04,P327,Wireless Mouse,Electronics,1200,4,,,0,4800,0.0,4800.0,11,5,853
T4179,2024-04-18 14:49:43,S01,HCL Mart Lucknow,Lucknow,North,C118,John,john22@gmail.com,8096402459,Gold,2022-03-22,P192,T-Shirt,Apparel,799,1,,,0,-799,0.0,799.0,4,3,758
T5274,2023-12-22 14:24:25,S08,HCL Mart Mumbai,Mumbai,West,C077,Sara,sara70@gmail.com,8980450228,Platinum,2023-05-20,P336,Socks Pack,Apparel,399,-2,,,0,798,0.0,798.0,12,4,216
T1061,2024-05-05 18:08:00,S10,HCL Mart Ahmedabad,Ahmedabad,West,,Sita,sita55@gmail.com,7766772768,Silver,2022-03-05,P336,Socks Pack,Apparel,399,5,,,0,1995,0.0,1995.0,5,6,792
T4317,2023-03-16 04:15:39,S10,HCL Mart Bangalore,Bangalore,South,C163,Sita,sita72@gmail.com,7125382052,Platinum,2022-11-23,,USB-C Cable,Electronics,500,1,,,0,500,0.0,500.0,3,3,113
T4507,2024-09-10 07:54:26,S19,HCL Mart Guwahati,Guwahati,East,C163,Vikram,vikram55@gmail.com,7428447845,Gold,2022-02-04,P175,Rice Bag 5kg,Grocery,450,3,PR03,Electronics Bonanza,15,1533,202.5,1147.5,9,1,949
T4243,2023-09-17 23:27:04,S07,HCL Mart Bhubaneswar,Bhubaneswar,East,C115,Priya,priya10@gmail.com,9704539471,Platinum,2022-05-29,P481,Rice Bag 5kg,Grocery,-450,2,,,0,900,0.0,900.0,9,6,476
T3263,,S09,HCL Mart Lucknow,Lucknow,North,C027,Sita,sita18@gmail.com,8955304326,Gold,2022-06-11,P164,Cushion Cover,Home Decor,299,5,PR09,Weekend Blast,5,1495,74.75,1420.25,2,4,244
T5629,2024-12-26 13:09:03,S05,HCL Mart Ahmedabad,Ahmedabad,West,C055,John,john56_at_gmail.com,7226707338,Gold,2021-01-21,P330,Socks Pack,Apparel,399,4,,,0,1596,0.0,1596.0,12,3,1435
T7221,2023-10-20 11:31:16,S13,HCL Mart Chennai,Chennai,South,C138,Sita,sita53@gmail.com,7382956874,Bronze,2021-07-09,P254,Table Lamp,Home Decor,1200,3,,,0,3956,0.0,3600.0,10,4,833
T6139,2024-10-17 03:46:00,S06,HCL Mart Kolkata,Kolkata,East,,Aman,aman72@gmail.com,7828327756,Platinum,2023-12-06,P188,USB-C Cable,Electronics,500,3,,,0,1500,0.0,1500.0,10,3,316
,2024-02-22 20:16:33,S20,HCL Mart Lucknow,Lucknow,North,C131,Anil,anil43@gmail.com,7017314426,Gold,2023-01-01,P173,Power Bank,Electronics,1500,4,PR14,Mid-Week Treats,8,6000,480.0,5520.0,2,3,417
T5266,2024-02-12 21:40:32,S03,HCL Mart Mumbai,Mumbai,West,C167,Priya,priya67_at_gmail.com,9868756822,Platinum,2020-11-25,P294,Wireless Mouse,Electronics,1200,1,PR09,Weekend Blast,5,1200,60.0,1140.0,2,0,1174
T5126,2024-09-19 00:00:00,S16,HCL Mart Guwahati,Mumbai,North,C123,Ravi,ravi81@gmail.com,7478122447,Platinum,2023-10-12,P452,Power Bank,Electronics,1500,3,PR15,Anniversary Discount,22,4500,990.0,3510.0,9,3,343
T1397,2023-10-12 10:08:00,S08,HCL Mart Ahmedabad,Ahmedabad,West,C064,Sara,sara19@gmail.com,8195584084,Bronze,2021-03-12,P330,Socks Pack,Apparel,399,5,,,0,2401,0.0,1995.0,10,3,944
T1310,2023-01-01 10:00:00,S12,HCL Mart Kolkata,Kolkata,East,C029,Priya,priya82@gmail.com,9214844371,Silver,2024-01-01,P122,Jeans,Apparel,1999,2,,,0,3998,0.0,3998.0,2,6,283
T6547,2023-11-15 15:26:12,S13,HCL Mart Chandigarh,Chandigarh,North,C182,Vikram,vikram63_at_gmail.com,9995137810,Bronze,2023-10-09,P452,Rice Bag 5kg,Grocery,450,4,,,0,1800,0.0,1800.0,11,2,37
T4008,2023-01-01 10:00:00,S10,HCL Mart Chennai,Chennai,South,C190,Vikram,vikram15@gmail.com,9157532133,Gold,2024-01-01,P173,Power Bank,Electronics,1500,3,PR04,Flash Sale,5,4500,225.0,4275.0,12,6,724
T3565,2024-10-03 19:21:36,S02,HCL Mart Pune,Pune,West,C133,Aman,aman47@gmail.com,9002747762,Gold,2022-04-07,P222,Hoodie,Apparel,1499,5,,,0,7965,0.0,7495.0,10,3,910
T7157,2024-03-08 03:23:26,S20,HCL Mart Chandigarh,Chandigarh,North,C011,Aman,aman69@gmail.com,9215538213,Gold,2024-02-01,P496,Jeans,Apparel,1999,-1,,,0,1999,0.0,1999.0,3,4,36
T3116,2023-12-31 02:30:27,S15,HCL Mart Guwahati,Mumbai,North,C180,Sara,sara40@gmail.com,9037762549,Silver,2020-11-30,P391,Sugar 1kg,Grocery,50,1,PR02,Apparel Fest,20,50,10.0,40.0,12,6,1126
T3793,2023-05-20 17:48:44,S12,HCL Mart Mumbai,Mumbai,West,C095,Anil,anil68_at_gmail.com,7239265187,Silver,2021-08-23,P362,USB-C Cable,Electronics,500,1,PR13,End of Season Sale,40,500,200.0,300.0,5,5,635
T5151,2024-10-25 19:51:12,S04,HCL Mart Pune,Mumbai,North,C199,John,john15@gmail.com,9630749182,Gold,2021-12-10,P145,Rice Bag 5kg,Grocery,450,3,,,0,1350,0.0,1350.0,10,4,1050
T4311,2024-06-10 12:19:31,S17,HCL Mart Mumbai,Mumbai,North,C148,Sara,sara84@gmail.com,9262417286,Silver,2023-12-21,P385,Socks Pack,Apparel,399,4,,,0,1596,0.0,1596.0,6,0,172
T5704,2024-02-18 11:20:20,S02,HCL Mart Lucknow,Mumbai,North,C105,Sara,sara55@gmail.com,8275675629,Gold,2023-01-16,P381,iPhone Charger,Electronics,999,2,PR03,Electronics Bonanza,15,1998,299.7,1698.3,2,6,398
T7478,2023-10-12 19:49:08,S03,HCL Mart Ahmedabad,Ahmedabad,West,C092,Vikram,vikram52@gmail.com,8355504877,Platinum,2021-09-15,P119,iPhone Charger,Electronics,999,1,,,0,1469,0.0,999.0,10,3,757
T6244,2023-01-01 10:00:00,S08,HCL Mart Delhi,Delhi,North,C013,Sita,sita27@gmail.com,7769791490,Platinum,2024-01-01,P412,Sugar 1kg,Grocery,50,1,PR06,Back to School,10,50,5.0,45.0,10,2,236
T4055,2024-04-22 17:51:42,S07,HCL Mart Bhubaneswar,Bhubaneswar,East,C186,Sara,sara49@gmail.com,9944036378,Platinum,2023-08-30,P265,Rice Bag 5kg,Grocery,450,5,,,0,-2250,0.0,2250.0,4,0,236
T1056,2024-04-21 20:32:00,S01,HCL Mart Bangalore,Bangalore,South,C161,John,john98@gmail.com,8942769588,Platinum,2024-02-12,P447,Jeans,Apparel,1999,4,PR03,Electronics Bonanza,15,8150,1199.4,6796.6,4,6,69
T3444,2024-05-23 21:43:23,S15,HCL Mart Chandigarh,Chandigarh,North,C052,Sita,sita23_at_gmail.com,8797314277,Bronze,2021-04-17,P493,Wall Clock,Home Decor,899,5,PR05,Summer Clearance,25,4495,1123.75,3371.25,5,3,1132
T1270,2024-11-22 13:14:00,S01,HCL Mart Hyderabad,Hyderabad,South,C092,Sara,sara92@gmail.com,9065501786,Platinum,2023-05-31,P152,Rice Bag 5kg,Grocery,450,4,,,0,2198,0.0,1800.0,11,4,541
T2533,2024-02-05 00:00:00,S03,HCL Mart Chandigarh,Chandigarh,North,C200,Anil,anil82@gmail.com,7915653385,Bronze,2023-05-08,P321,Socks Pack,Apparel,399,-4,,,0,1596,0.0,1596.0,2,0,273
T3786,2023-01-01 10:00:00,S12,HCL Mart Chennai,Chennai,South,C041,Priya,priya79@gmail.com,8521439285,Platinum,2024-01-01,P160,Table Lamp,Home Decor,1200,1,,,0,1200,0.0,1200.0,8,1,48
T1803,2023-02-17 18:18:00,S10,HCL Mart Pune,Mumbai,North,C053,Vikram,vikram39@gmail.com,7671361335,Silver,2022-06-08,P147,Cooking Oil 1L,Grocery,180,2,,,0,360,0.0,360.0,2,4,254
T6312,2023-01-01 10:00:00,S12,HCL Mart Pune,Pune,West,C001,Priya,priya75@gmail.com,8573318335,Platinum,2024-01-01,P359,Cushion Cover,Home Decor,299,5,,,0,1495,0.0,1495.0,7,0,635
T3032,2024-04-21 15:03:29,S03,HCL Mart Delhi,Delhi,North,C135,John,john78@gmail.com,8467939483,Gold,2022-03-17,,Jeans,Apparel,1999,3,,,0,5997,0.0,5997.0,4,6,766
T2517,2024-12-24 05:20:44,S01,HCL Mart Lucknow,Mumbai,North,C145,Sara,sara30@gmail.com,9715360361,Silver,2022-04-13,P344,Cushion Cover,Home Decor,299,5,,,0,1495,0.0,1495.0,12,1,986
T4800,2023-02-15 15:35:27,S10,HCL Mart Kolkata,Kolkata,East,,Anil,anil56@gmail.com,7433745966,Platinum,2023-01-26,P467,Table Lamp,Home Decor,1200,4,,,0,4800,0.0,4800.0,2,2,20
T5772,2024-12-10 08:36:06,S19,HCL Mart Bhubaneswar,Bhubaneswar,East,C129,Anil,anil19@gmail.com,7657466464,Gold,2021-11-27,,Wall Clock,Home Decor,899,2,,,0,1798,0.0,1798.0,12,1,1109
T2257,2023-03-16 15:37:12,S12,HCL Mart Guwahati,Mumbai,North,C034,Sara,sara24@gmail.com,7969105445,Silver,2022-03-21,P188,Jeans,Apparel,1999,3,,,0,5997,0.0,5997.0,3,3,360
T4546,2024-03-04 16:55:53,S18,HCL Mart Kolkata,Mumbai,North,C111,Vikram,vikram53@gmail.com,8878192691,Platinum,2020-07-17,P437,Atta 5kg,Grocery,350,5,,,0,1750,0.0,1750.0,3,0,1326
T1806,2024-06-17 13:57:00,S08,HCL Mart Kolkata,Kolkata,East,C177,Ravi,ravi81_at_gmail.com,7045233000,Platinum,2022-10-02,P241,USB-C Cable,Electronics,500,4,,,0,2000,0.0,2000.0,6,0,624
T2812,2023-11-23 19:51:24,S08,HCL Mart Ahmedabad,Mumbai,North,C092,Anil,anil84@gmail.com,8771590855,Gold,2021-07-04,P476,Cooking Oil 1L,Grocery,180,3,,,0,540,0.0,540.0,11,3,872
T7446,2023-01-01 10:00:00,S10,HCL Mart Delhi,Delhi,North,C033,Vikram,vikram31@gmail.com,8612516561,Platinum,2024-01-01,P312,Table Lamp,Home Decor,1200,2,PR04,Flash Sale,5,2400,120.0,2280.0,9,3,762
T7240,,S20,HCL Mart Hyderabad,Hyderabad,South,C035,Vikram,vikram19@gmail.com,8107560006,Silver,2024-02-25,P455,Table Lamp,Home Decor,1200,4,,,0,4800,0.0,4800.0,3,3,18
T2714,,S17,HCL Mart Bangalore,Bangalore,South,C036,Aman,aman25@gmail.com,8439374665,Gold,2022-05-18,P448,Jeans,Apparel,1999,3,PR12,Spring Collection Launch,7,5997,419.79,5577.21,8,4,457
T6660,2023-08-10 19:30:10,S01,HCL Mart Chennai,Mumbai,North,C017,John,john79@gmail.com,8038265490,Gold,2022-11-22,P444,iPhone Charger,Electronics,999,5,,,0,4995,0.0,4995.0,8,3,261
T5454,2024-06-26 23:39:57,S02,HCL Mart Ahmedabad,Mumbai,North,C119,Ravi,ravi94@gmail.com,7718356224,Silver,2021-09-17,P114,Wall Clock,Home Decor,899,4,,,0,3596,0.0,3596.0,6,2,1013
T7016,2024-03-31 19:45:08,S09,HCL Mart Bangalore,Bangalore,South,C181,Vikram,vikram69_at_gmail.com,8410061311,Platinum,2021-11-04,P433,T-Shirt,Apparel,799,1,,,0,799,0.0,799.0,3,6,878
,2024-10-28 00:00:00,S02,HCL Mart Chennai,Chennai,South,C161,John,john98@gmail.com,8942769588,Platinum,2024-02-12,P213,Wireless Mouse,Electronics,1200,2,PR14,Mid-Week Treats,8,2400,192.0,2208.0,10,0,259
T2046,,S16,HCL Mart Ahmedabad,Ahmedabad,West,C031,Ravi,ravi98@gmail.com,7757754064,Bronze,2023-04-07,P490,Power Bank,Electronics,1500,3,,,0,4500,0.0,4500.0,8,3,146
T2642,2023-01-01 10:00:00,S07,HCL Mart Chandigarh,Chandigarh,North,C175,Priya,priya23@gmail.com,7244038030,Gold,2024-01-01,P266,Cooking Oil 1L,Grocery,180,1,PR14,Mid-Week Treats,8,180,14.4,165.6,9,3,696
T5935,2024-11-12 00:00:00,S19,HCL Mart Mumbai,Mumbai,West,C055,Priya,priya61@gmail.com,7139400769,Bronze,2024-07-13,P360,Atta 5kg,Grocery,350,3,,,0,1375,0.0,1050.0,11,1,122
T4470,2024-10-28 09:35:26,S14,HCL Mart Chandigarh,Chandigarh,North,,Ravi,ravi54@gmail.com,7022032969,Silver,2021-10-24,P330,iPhone Charger,Electronics,999,4,,,0,3996,0.0,3996.0,10,0,1100
T1636,2023-02-03 17:54:00,S03,HCL Mart Bhubaneswar,Bhubaneswar,East,C160,Priya,priya17_at_gmail.com,8599942170,Gold,2021-01-09,P199,Wall Clock,Home Decor,899,4,,,0,3596,0.0,3596.0,2,4,755
T6970,2024-06-21 03:31:58,S20,HCL Mart Delhi,Delhi,North,C096,Vikram,vikram76@gmail.com,8846172386,Gold,2023-02-10,P115,Cushion Cover,Home Decor,299,5,,,0,1759,0.0,1495.0,6,4,497
T5800,2024-04-23 00:00:00,S07,HCL Mart Guwahati,Guwahati,East,C153,John,john37@gmail.com,8088464661,Silver,2023-09-18,P485,Hoodie,Apparel,1499,5,,,0,7601,0.0,7495.0,4,1,218
T4226,2024-04-04 03:57:43,S12,HCL Mart Mumbai,Mumbai,North,C012,Sita,sita28@gmail.com,8070055604,Gold,2023-07-18,P419,Sugar 1kg,Grocery,50,2,,,0,100,0.0,100.0,4,3,261
T6039,2023-11-19 13:33:46,S19,HCL Mart Hyderabad,Hyderabad,South,,John,john41@gmail.com,9039287678,Silver,2021-10-18,P240,T-Shirt,Apparel,799,5,,,0,3995,0.0,3995.0,11,6,762
T1731,2024-11-26 15:21:00,S04,HCL Mart Pune,Mumbai,North,C037,John,john38@gmail.com,8038808825,Bronze,2024-07-06,P344,T-Shirt,Apparel,799,2,,,0,1598,0.0,1598.0,11,1,143
T1847,2023-03-27 20:24:00,S17,HCL Mart Guwahati,Guwahati,East,,Aman,aman40@gmail.com,9240045094,Bronze,2022-05-24,P176,Wall Clock,Home Decor,899,1,,,0,899,0.0,899.0,3,0,307
T7441,2023-08-20 08:17:12,S05,HCL Mart Kolkata,Kolkata,East,,John,john96@gmail.com,8105220576,Platinum,2023-06-10,P445,Power Bank,Electronics,1500,1,,,0,1500,0.0,1500.0,8,6,71
,2024-02-04 07:42:11,S06,HCL Mart Ahmedabad,Ahmedabad,West,C035,Ravi,ravi45@gmail.com,7270670545,Platinum,2022-10-25,P209,Socks Pack,Apparel,399,5,,,0,1995,0.0,1995.0,2,6,467
T5411,2023-05-09 04:35:01,S12,HCL Mart Guwahati,Guwahati,East,C068,Ravi,ravi62@gmail.com,8352219421,Platinum,2022-06-22,P392,Atta 5kg,Grocery,350,2,,,0,1075,0.0,700.0,5,1,321
T2898,2023-10-16 23:44:31,S01,HCL Mart Lucknow,Lucknow,North,C105,Sita,sita85_at_gmail.com,8802268368,Platinum,2021-01-20,P331,T-Shirt,Apparel,799,3,PR08,Diwali Special,15,2397,359.55,2037.45,10,0,999
T3756,2023-12-08 17:27:56,S07,HCL Mart Guwahati,Guwahati,East,,Aman,aman26@gmail.com,8965650706,Silver,2022-09-21,P301,Socks Pack,Apparel,399,1,,,0,399,0.0,399.0,12,4,443
T5969,2023-01-01 10:00:00,S17,HCL Mart Delhi,Delhi,North,C180,Ravi,ravi37@gmail.com,8195409315,Silver,2024-01-01,P462,Atta 5kg,Grocery,350,1,,,0,350,0.0,350.0,8,2,284
T3173,2024-02-05 11:42:54,S07,HCL Mart Pune,Pune,West,C076,Priya,priya61_at_gmail.com,8047416481,Silver,2020-10-22,P464,Rice Bag 5kg,Grocery,450,4,,,0,1800,0.0,1800.0,2,0,1201
T5237,,S10,HCL Mart Guwahati,Guwahati,East,C108,Ravi,ravi43@gmail.com,9275105728,Platinum,2021-11-26,P152,Rice Bag 5kg,Grocery,450,4,,,0,1800,0.0,1800.0,5,4,546
,2024-03-01 20:35:00,S14,HCL Mart Ahmedabad,Ahmedabad,West,C148,Ravi,ravi18@gmail.com,7083495394,Platinum,2022-03-10,P467,Cushion Cover,Home Decor,299,3,,,0,897,0.0,897.0,3,4,722
T3059,2024-09-19 15:14:06,S05,HCL Mart Kolkata,Mumbai,North,C043,Sara,sara57@gmail.com,9255402607,Silver,2022-05-26,P344,Cushion Cover,Home Decor,299,2,PR02,Apparel Fest,20,598,119.6,478.4,9,3,847
T6098,2024-08-13 10:33:31,S08,HCL Mart Lucknow,Lucknow,North,C053,Vikram,vikram39_at_gmail.com,7671361335,Silver,2022-06-08,P268,Cooking Oil 1L,Grocery,180,3,PR15,Anniversary Discount,22,540,118.8,421.2,8,1,797
,2024-05-19 00:00:00,S02,HCL Mart Lucknow,Lucknow,North,C108,Vikram,vikram72@gmail.com,9403849966,Platinum,2023-06-25,P244,Cooking Oil 1L,Grocery,180,3,,,0,540,0.0,540.0,5,6,329
T2816,2024-11-19 00:00:00,S06,HCL Mart Ahmedabad,Ahmedabad,West,C037,John,john38_at_gmail.com,8038808825,Bronze,2024-07-06,P297,Rice Bag 5kg,Grocery,450,2,,,0,900,0.0,900.0,11,1,136
T1281,2024-11-10 12:07:00,S16,HCL Mart Chandigarh,Chandigarh,North,C171,Aman,aman72@gmail.com,7828327756,Platinum,2023-12-06,P428,Cooking Oil 1L,Grocery,180,3,,,0,681,0.0,540.0,11,6,340
T3219,2024-06-23 09:09:50,S15,HCL Mart Guwahati,Mumbai,North,C152,Sita,sita38@gmail.com,7797229145,Gold,2023-10-25,P285,Atta 5kg,Grocery,350,3,,,0,1050,0.0,1050.0,6,6,242
T2824,2024-08-17 10:36:35,S01,HCL Mart Lucknow,Lucknow,North,C057,Anil,anil76@gmail.com,7845612116,Gold,2024-03-05,P455,Table Lamp,Home Decor,1200,1,,,0,1420,0.0,1200.0,8,5,165
T3707,2023-01-01 10:00:00,S04,HCL Mart Delhi,Delhi,North,C094,Ravi,ravi17@gmail.com,7393868576,Platinum,2024-01-01,P219,Hoodie,Apparel,1499,4,,,0,5996,0.0,5996.0,12,1,993
T6848,2023-01-01 10:00:00,S17,HCL Mart Mumbai,Mumbai,West,C023,John,john45@gmail.com,7281236841,Bronze,2024-01-01,P358,Jeans,Apparel,1999,1,PR14,Mid-Week Treats,8,1999,159.92,1839.08,7,5,751
T7053,,S14,HCL Mart Delhi,Delhi,North,C032,Priya,priya70@gmail.com,7270980273,Gold,2020-11-17,P286,Hoodie,Apparel,1499,5,,,0,7495,0.0,7495.0,5,0,902
T1345,2024-02-27 13:09:00,S12,HCL Mart Bangalore,Mumbai,North,C184,John,john66@gmail.com,8067822020,Bronze,2021-09-18,P458,Table Lamp,Home Decor,1200,4,,,0,4800,0.0,4800.0,2,1,892
T5903,2023-04-15 08:22:15,S13,HCL Mart Bangalore,Mumbai,North,C081,Ravi,ravi22@gmail.com,8027094019,Gold,2022-05-25,P114,Rice Bag 5kg,Grocery,450,5,,,0,2250,0.0,2250.0,4,5,325
T2430,2023-12-26 14:50:49,S04,HCL Mart Hyderabad,Mumbai,North,C154,Ravi,ravi79@gmail.com,8045386748,Bronze,2022-04-04,P499,USB-C Cable,Electronics,500,5,,,0,2500,0.0,2500.0,12,1,631
T2142,2023-01-01 10:00:00,S05,HCL Mart Pune,Pune,West,C144,Sita,sita22@gmail.com,8679487337,Silver,2024-01-01,P290,Atta 5kg,Grocery,350,5,,,0,1750,0.0,1750.0,3,2,733
